50.5,0.2
39.3,0.4
42.8,0.6
54.6,0.8
53,1
61,1.2
61.5,1.4
49.9,1.6
48.1,1.8
47.7,2
53,2.2
59.9,2.4
56.3,2.6
46.9,2.8
40.2,3
38.9,3.2
39.7,3.4
87.7,3.6
88.4,3.8
88.4,4
88.4,4.2
88.4,4.4
88.4,4.6
88.4,4.8
88.4,5
88.4,5.2
88.4,5.4
88.4,5.6
88.4,5.8
88.4,6
88.4,6.2
88.4,6.4
88.4,6.6
88.4,6.8
88.4,7
88.4,7.2
88.4,7.4
88.4,7.6
88.4,7.8
88.4,8
88.4,8.2
88.4,8.4
88.4,8.6
88.4,8.8
88.4,9
88.4,9.2
88.4,9.4
88.3,9.6
88.3,9.8
88.3,10
88.3,10.2
88.3,10.4
88.3,10.6
88.3,10.8
88.3,11
88.3,11.2
88.3,11.4
88.3,11.6
88.3,11.8
88.3,12
88.3,12.2
88.3,12.4
88.3,12.6
88.3,12.8
88.3,13
88.3,13.2
88.3,13.4
88.3,13.6
88.3,13.8
88.3,14
88.3,14.2
88.3,14.4
88.3,14.6
88.3,14.8
79.7,15
45.1,15.2
47.9,15.4
61.2,15.6
57.9,15.8
63.5,16
51.4,16.2
41.4,16.4
41.3,16.6
55.2,16.8
51.4,17
65,17.2
72,17.4
54.6,17.6
57.8,17.8
63.4,18
66.9,18.2
68.7,18.4
65.2,18.6
59.7,18.8
96.3,19
67.3,19.2
76.8,19.4
72.8,19.6
74.1,19.8
77.4,20
57.3,20.2
41.2,20.4
45.7,20.6
42.4,20.8
39.4,21
39.2,21.2
42.7,21.4
48.5,21.6
44.3,21.8
39.4,22
65.2,22.2
71.7,22.4
73.6,22.6
66,22.8
62.7,23
62.6,23.2
68.3,23.4
53,23.6
65.5,23.8
51.4,24
50.8,24.2
57.6,24.4
50.9,24.6
41.4,24.8
40,25
40.7,25.2
42,25.4
38.6,25.6
71.2,25.8
79.2,26
79.2,26.2
79.2,26.4
79.2,26.6
79.2,26.8
79.2,27
79.2,27.2
79.2,27.4
79.1,27.6
79.1,27.8
79.1,28
79.1,28.2
79.1,28.4
79.1,28.6
79.1,28.8
79.4,29
79.1,29.2
79.2,29.4
79.2,29.6
79.2,29.8
79.2,30
79.2,30.2
79.2,30.4
79.2,30.6
79.2,30.8
79.2,31
79.2,31.2
79.2,31.4
79.2,31.6
79.2,31.8
79.2,32
79.2,32.2
79.2,32.4
79.2,32.6
79.2,32.8
79.2,33
79.2,33.2
79.2,33.4
79.2,33.6
79.2,33.8
79.2,34
79.2,34.2
79.1,34.4
79.1,34.6
79.1,34.8
79.1,35
79.1,35.2
79.1,35.4
79.1,35.6
79.1,35.8
79.1,36
79.1,36.2
79.1,36.4
79.1,36.6
75.7,36.8
37.8,37
52.9,37.2
48.1,37.4
45.7,37.6
72.8,37.8
60.5,38
72.6,38.2
60.5,38.4
63.6,38.6
44.4,38.8
42.7,39
41.7,39.2
45,39.4
